ID player,amplua,time,G,As,TB,Shot,BT,pm,dev_As,dev_BT,dev_G,dev_Shot,dev_TB,dev_pm,dev_time
1232.00,9.00,9.68,0.00,0.00,,,1.00,-2.00,-80.00,-29.04,-60.00,,,-738.83,-16.01
1233.00,10.00,15.75,0.59,0.20,2.78,4.33,1.29,0.39,-7.79,0.54,78.23,44.87,14.43,255.33,1.37
1234.00,10.00,14.30,0.07,0.05,1.36,1.37,1.22,-0.09,-65.70,-1.88,-74.45,-41.17,-13.37,8.77,-1.98
1236.00,9.00,14.25,0.06,0.03,1.81,1.17,1.67,0.62,-61.74,8.45,-28.07,-17.38,-1.41,327.28,-4.68
1237.00,10.00,14.48,0.35,0.28,1.93,2.37,1.40,0.23,23.09,4.33,7.76,-12.10,-2.21,173.14,-1.56
1240.00,10.00,17.75,0.33,0.35,1.74,2.03,1.48,0.76,50.11,7.10,1.89,-21.98,-5.93,445.38,5.99
1242.00,9.00,17.12,0.08,0.16,2.53,1.95,1.47,0.31,17.38,-2.75,-17.43,-0.30,11.96,201.14,2.43
1243.00,9.00,10.97,0.00,0.17,2.00,2.00,,0.75,23.46,,-60.00,0.80,2.12,380.18,-12.81
1244.00,10.00,13.56,0.36,0.28,1.85,2.25,1.11,0.75,23.09,-5.68,10.70,-15.59,-3.78,440.24,-3.69
1245.00,10.00,12.65,0.00,0.11,1.40,1.50,1.00,-1.00,-42.54,-9.47,-95.00,-37.39,-12.59,-458.65,-5.79
1246.00,10.00,14.38,0.09,0.15,1.67,2.24,1.33,0.40,-27.10,1.92,-68.57,-15.88,-7.30,260.46,-1.79
1247.00,10.00,16.06,0.48,0.20,2.39,3.20,1.24,0.46,-7.79,-1.19,45.93,12.03,6.79,291.28,2.09
1249.00,10.00,12.24,0.00,0.00,1.38,1.60,1.00,-1.14,-85.00,-9.47,-95.00,-34.49,-12.98,-530.56,-6.73
1250.00,10.00,15.99,0.03,0.05,1.55,1.65,1.43,0.09,-65.70,5.37,-86.19,-33.03,-9.65,101.23,1.92
1252.00,9.00,14.17,0.08,0.08,1.43,1.00,1.20,0.56,-31.31,-17.85,-17.43,-21.10,-8.46,302.87,-4.88
1253.00,10.00,14.94,0.28,0.25,1.56,2.23,1.00,-0.22,11.50,-9.47,-12.79,-16.18,-9.46,-58.00,-0.50
1254.00,9.00,15.66,0.08,0.14,2.38,2.09,1.42,0.69,5.21,-5.54,-17.43,2.76,9.17,355.77,-1.19
1255.00,10.00,11.19,0.09,0.04,1.42,1.36,1.00,0.24,-69.56,-9.47,-68.57,-41.46,-12.20,178.28,-9.16
1260.00,9.00,18.36,0.00,0.13,1.71,1.29,1.12,0.43,-0.88,-22.33,-60.00,-14.75,-3.26,249.98,5.50
1261.00,9.00,17.98,0.00,0.00,1.78,1.55,2.50,-0.36,-80.00,54.89,-60.00,-9.06,-1.96,-71.49,4.56
1264.00,10.00,15.37,0.36,0.21,2.02,2.43,1.12,0.35,-3.94,-5.33,10.70,-10.36,-0.45,234.78,0.49
1265.00,9.00,16.03,0.02,0.05,1.69,1.25,1.43,-0.02,-49.57,-4.98,-49.36,-15.63,-3.63,66.86,-0.27
1275.00,9.00,,0.00,0.00,,,,,-80.00,,-60.00,,,,
1294.00,10.00,17.24,0.00,0.00,1.00,,,-2.60,-85.00,,-95.00,,-20.42,-1280.50,4.81
1297.00,9.00,17.84,0.11,0.06,1.43,1.17,1.50,-0.36,-43.48,-1.06,-1.47,-17.38,-8.46,-71.49,4.22
1298.00,10.00,15.31,0.19,0.12,2.00,2.15,1.00,-0.20,-38.67,-9.47,-39.22,-18.50,-0.84,-47.73,0.36
1304.00,10.00,18.33,0.58,0.47,2.58,3.78,1.22,0.24,96.42,-1.88,75.29,28.88,10.51,178.28,7.33
1306.00,9.00,19.51,0.08,0.25,1.71,1.71,1.71,0.67,72.15,10.68,-17.43,-5.56,-3.26,347.63,8.35
1310.00,9.00,13.70,0.00,0.25,1.00,,2.00,-1.33,72.15,26.91,-60.00,,-16.44,-466.19,-6.05
1313.00,9.00,9.76,0.00,0.00,1.00,1.00,2.00,-1.00,-80.00,26.91,-60.00,-21.10,-16.44,-331.91,-15.81
1315.00,9.00,8.27,0.00,0.00,1.25,1.33,1.50,-1.25,-80.00,-1.06,-60.00,-13.88,-11.80,-433.64,-19.50
1318.00,9.00,9.54,0.00,0.08,1.67,1.00,1.40,-0.62,-31.31,-6.66,-60.00,-21.10,-4.00,-177.28,-16.36
1332.00,9.00,17.68,0.00,0.15,1.61,1.83,1.62,-0.81,11.29,5.65,-60.00,-2.93,-5.12,-254.59,3.82
1333.00,10.00,14.93,0.00,0.00,2.00,1.00,,0.00,-85.00,,-95.00,-51.93,-0.84,55.00,-0.52
1334.00,10.00,17.23,0.00,0.00,1.00,,1.00,-2.50,-85.00,-9.47,-95.00,,-20.42,-1229.13,4.79
1336.00,10.00,15.14,0.18,0.14,1.42,2.03,1.25,-0.26,-30.96,-0.84,-42.15,-21.98,-12.20,-78.55,-0.04
1338.00,9.00,21.26,0.24,0.34,2.21,2.74,1.38,0.18,126.93,-7.78,67.70,17.00,6.02,148.25,12.69
1339.00,10.00,14.50,0.31,0.25,2.04,2.63,1.00,0.08,11.50,-9.47,-3.98,-4.54,-0.06,96.09,-1.52
1341.00,9.00,20.30,0.00,0.21,1.62,1.75,1.86,-0.04,47.81,19.08,-60.00,-4.68,-4.93,58.72,10.31
1342.00,10.00,14.06,0.04,0.14,1.23,1.57,1.00,-0.42,-30.96,-9.47,-83.26,-35.36,-15.92,-160.73,-2.53
1348.00,9.00,17.66,0.11,0.13,1.84,2.22,2.18,0.10,-0.88,36.98,-1.47,5.61,-0.85,115.69,3.77
1350.00,10.00,12.49,0.00,0.00,,,1.40,0.00,-85.00,4.33,-95.00,,,55.00,-6.16
1355.00,9.00,11.30,0.00,0.00,12.00,6.00,5.00,-2.00,-80.00,194.79,-60.00,88.38,187.71,-738.83,-12.00
1356.00,10.00,15.08,0.08,0.08,2.20,2.00,1.67,-0.30,-54.12,13.66,-71.52,-22.86,3.07,-99.09,-0.17
1366.00,10.00,17.48,0.56,0.20,1.82,2.87,1.07,-0.02,-7.79,-7.06,69.42,2.43,-4.37,44.73,5.37
1370.00,10.00,19.57,0.37,0.26,1.53,2.15,1.27,0.29,15.36,-0.15,13.63,-18.50,-10.04,203.96,10.19
1371.00,10.00,13.19,0.16,0.11,1.29,2.27,1.00,-0.15,-42.54,-9.47,-48.02,-15.01,-14.74,-22.05,-4.54
1373.00,10.00,20.79,0.00,0.00,3.67,7.67,,-1.50,-85.00,,-95.00,141.98,31.86,-715.48,13.01
1377.00,10.00,21.53,0.50,0.00,2.00,1.00,,0.00,-85.00,,51.80,-51.93,-0.84,55.00,14.72
1380.00,9.00,14.90,0.00,0.29,1.67,1.25,2.67,-0.17,96.50,64.40,-60.00,-15.63,-4.00,5.83,-3.07
1382.00,10.00,8.00,0.12,0.06,1.00,2.00,1.00,-0.29,-61.84,-9.47,-59.76,-22.86,-20.42,-93.96,-16.53
1385.00,10.00,7.38,0.00,0.33,2.33,2.33,2.00,0.00,42.38,25.05,-95.00,-13.27,5.62,55.00,-17.96
1389.00,10.00,5.87,0.00,1.00,,,,0.00,301.01,,-95.00,,,55.00,-21.44
1395.00,9.00,16.49,0.12,0.12,3.43,2.17,2.25,-0.67,-6.97,40.90,3.85,4.51,28.66,-197.63,0.87
1396.00,9.00,22.28,0.32,0.19,1.95,2.52,1.58,-0.64,35.63,3.41,110.27,12.18,1.19,-185.42,15.22
1398.00,9.00,18.99,0.00,0.07,2.00,1.62,1.25,-0.69,-37.40,-15.05,-60.00,-7.52,2.12,-205.77,7.06
1410.00,9.00,18.93,0.00,0.00,2.14,1.60,1.50,1.14,-80.00,-1.06,-60.00,-7.96,4.72,538.88,6.92
1417.00,10.00,17.83,0.50,0.25,2.00,2.50,1.00,-1.25,11.50,-9.47,51.80,-8.32,-0.84,-587.06,6.17
1421.00,10.00,18.59,0.85,0.29,2.97,5.09,2.20,0.26,26.95,31.95,154.56,66.97,18.15,188.55,7.93
1431.00,9.00,16.06,0.03,0.06,1.54,1.44,1.79,-0.14,-43.48,15.16,-44.04,-11.47,-6.42,18.03,-0.20
1432.00,10.00,13.78,0.14,0.23,1.54,1.83,1.00,0.46,3.78,-9.47,-53.89,-27.80,-9.85,291.28,-3.18
1440.00,10.00,22.87,0.44,0.07,2.31,3.49,1.97,-1.57,-57.98,24.02,34.19,20.46,5.23,-751.44,17.81
1441.00,9.00,13.39,0.00,0.04,1.31,1.36,1.00,0.24,-55.66,-29.04,-60.00,-13.22,-10.69,172.66,-6.82
1445.00,9.00,24.21,0.14,0.86,2.00,3.00,1.33,-0.33,443.40,-10.57,14.50,22.69,2.12,-59.28,20.00
1451.00,10.00,13.64,0.36,0.07,2.00,2.50,1.20,-1.25,-57.98,-2.57,10.70,-8.32,-0.84,-587.06,-3.50
1452.00,9.00,16.95,0.00,0.04,1.31,1.17,2.08,-1.00,-55.66,31.39,-60.00,-17.38,-10.69,-331.91,2.01
1455.00,9.00,13.00,0.00,0.11,1.60,1.33,1.38,-0.53,-13.06,-7.78,-60.00,-13.88,-5.31,-140.66,-7.78
1470.00,10.00,12.95,0.31,0.10,1.65,2.32,1.29,-0.97,-46.40,0.54,-3.98,-13.56,-7.70,-443.25,-5.10
1472.00,10.00,17.48,0.92,0.42,3.47,4.59,1.81,0.06,77.13,18.49,175.11,52.44,27.94,85.82,5.37
1478.00,10.00,16.81,0.83,0.40,2.36,4.13,1.10,0.05,69.40,-6.02,148.69,39.07,6.21,80.69,3.82
1481.00,10.00,22.01,0.57,0.72,2.42,3.77,1.78,-0.47,192.93,17.45,72.35,28.60,7.38,-186.42,15.83
1482.00,10.00,12.06,0.00,0.00,1.43,1.44,1.38,-0.69,-85.00,3.64,-95.00,-39.14,-12.00,-299.42,-7.15
1488.00,9.00,12.40,0.00,0.08,1.88,1.57,1.00,-0.62,-31.31,-29.04,-60.00,-8.62,-0.11,-177.28,-9.27
1491.00,10.00,12.25,0.32,0.14,1.97,2.41,1.33,0.32,-30.96,1.92,-1.04,-10.94,-1.43,219.37,-6.71
1493.00,10.00,17.70,0.56,0.06,2.20,4.29,1.36,-0.47,-61.84,2.95,69.42,43.72,3.07,-186.42,5.88
1494.00,9.00,16.89,0.38,0.12,3.17,4.67,1.00,-0.40,-6.97,-29.04,142.19,59.26,23.83,-87.77,1.86
1504.00,10.00,12.24,0.12,0.12,1.67,2.27,1.33,0.00,-38.67,1.92,-59.76,-15.01,-7.30,55.00,-6.73
1505.00,10.00,15.40,0.23,0.32,2.80,2.75,1.40,-0.20,38.52,4.33,-27.47,-1.05,14.82,-47.73,0.56
1506.00,10.00,13.63,0.29,0.14,1.60,2.00,,-0.14,-30.96,,-9.85,-22.86,-8.67,-16.91,-3.52
1510.00,10.00,15.58,0.00,0.33,2.00,1.50,,-1.50,42.38,,-95.00,-37.39,-0.84,-715.48,0.98
1511.00,10.00,11.03,0.25,0.00,1.33,3.00,1.50,-1.75,-85.00,7.79,-21.60,6.21,-13.96,-843.89,-9.53
1513.00,9.00,21.62,0.00,0.67,2.50,1.00,1.67,-0.67,327.76,8.45,-60.00,-21.10,11.40,-197.63,13.58
1515.00,10.00,23.68,0.38,0.38,2.83,3.32,1.33,-0.68,61.68,1.92,16.57,15.51,15.41,-294.28,19.68
1518.00,10.00,14.28,0.23,0.08,1.50,1.67,1.00,-0.33,-54.12,-9.47,-27.47,-32.45,-10.63,-114.50,-2.02
1521.00,9.00,22.35,0.00,0.25,1.50,1.43,1.43,-0.91,72.15,-4.98,-60.00,-11.69,-7.16,-295.29,15.39
1523.00,9.00,17.53,0.06,0.08,2.09,2.11,1.56,-0.23,-31.31,2.29,-28.07,3.20,3.79,-18.59,3.44
1525.00,10.00,14.10,0.50,0.17,2.80,3.50,1.00,-0.60,-19.38,-9.47,51.80,20.75,14.82,-253.19,-2.44
1526.00,10.00,9.90,0.40,0.00,,2.00,,0.00,-85.00,,22.44,-22.86,,55.00,-12.14
1535.00,9.00,17.38,0.03,0.03,1.43,1.08,1.31,0.17,-61.74,-11.70,-44.04,-19.35,-8.46,144.17,3.08
1536.00,9.00,15.93,0.03,0.11,1.85,1.54,1.68,-0.14,-13.06,9.01,-44.04,-9.28,-0.66,18.03,-0.52
1537.00,10.00,16.49,0.39,0.28,1.89,2.28,1.14,0.65,23.09,-4.64,19.50,-14.72,-3.00,388.87,3.08
1538.00,10.00,21.77,0.00,0.00,1.00,1.50,1.00,-0.50,-85.00,-9.47,-95.00,-37.39,-20.42,-201.83,15.27
1540.00,10.00,14.90,0.00,0.40,1.40,1.33,2.00,0.40,69.40,25.05,-95.00,-42.34,-12.59,260.46,-0.59
1546.00,9.00,19.14,0.03,0.18,1.52,1.80,1.45,-0.08,29.55,-3.87,-44.04,-3.59,-6.79,42.45,7.44
1547.00,10.00,12.56,0.09,0.23,1.14,1.53,1.00,-0.12,3.78,-9.47,-68.57,-36.52,-17.68,-6.64,-6.00
1549.00,10.00,14.43,0.24,0.29,1.95,2.82,1.12,0.16,26.95,-5.33,-24.54,0.98,-1.82,137.19,-1.68
1550.00,9.00,15.22,0.10,0.08,2.15,1.98,1.91,0.02,-31.31,21.88,-6.79,0.36,4.90,83.14,-2.28
1551.00,9.00,17.90,0.08,0.22,2.79,2.46,1.53,-0.12,53.90,0.61,-17.43,10.87,16.78,26.17,4.36
1552.00,10.00,9.87,0.00,0.00,1.00,1.25,1.25,-0.58,-85.00,-0.84,-95.00,-44.66,-20.42,-242.92,-12.21
1556.00,10.00,15.66,0.11,0.06,1.91,2.11,1.57,-0.87,-61.84,10.20,-62.70,-19.66,-2.60,-391.88,1.17
1558.00,10.00,8.12,0.00,0.10,,,1.00,0.25,-46.40,-9.47,-95.00,,,183.41,-16.25
1559.00,9.00,13.45,0.00,0.06,1.14,1.00,1.80,-0.33,-43.48,15.72,-60.00,-21.10,-13.84,-59.28,-6.66
1560.00,9.00,30.67,0.00,1.00,,,,-1.00,528.60,,-60.00,,,-331.91,36.01
1562.00,9.00,18.89,0.17,0.17,1.14,1.56,1.25,0.73,23.46,-15.05,30.46,-8.84,-13.84,372.05,6.82
1566.00,10.00,14.67,0.00,0.00,2.25,1.25,1.33,-0.40,-85.00,1.92,-95.00,-44.66,4.05,-150.46,-1.12
1568.00,10.00,12.45,0.40,0.20,3.25,3.92,2.00,-0.25,-7.79,25.05,22.44,32.96,23.63,-73.41,-6.25
1570.00,10.00,16.95,0.41,0.38,2.08,3.23,1.06,-0.39,61.68,-7.41,25.37,12.90,0.72,-145.33,4.14
1571.00,10.00,7.68,0.00,0.00,1.50,1.29,1.00,-0.71,-85.00,-9.47,-95.00,-43.50,-10.63,-309.69,-17.27
1572.00,9.00,21.12,0.28,0.25,2.08,3.75,1.40,-0.81,72.15,-6.66,88.99,39.11,3.60,-254.59,12.34
1575.00,10.00,13.24,0.44,0.22,1.69,3.62,1.00,0.31,-0.08,-9.47,34.19,24.24,-6.91,214.23,-4.42
1576.00,10.00,17.06,0.29,0.50,1.79,3.09,1.20,-0.05,108.01,-2.57,-9.85,8.83,-4.95,29.32,4.40
1577.00,9.00,17.94,0.14,0.11,1.74,1.74,1.74,0.17,-13.06,12.37,14.50,-4.90,-2.71,144.17,4.46
1582.00,10.00,14.34,0.28,0.20,2.11,2.17,1.00,0.53,-7.79,-9.47,-12.79,-17.92,1.31,327.23,-1.88
1600.00,9.00,15.32,0.04,0.13,1.54,1.29,1.39,0.65,-0.88,-7.22,-38.72,-14.75,-6.42,339.50,-2.03
1618.00,10.00,12.83,0.17,0.00,1.29,1.73,1.12,-0.20,-85.00,-5.33,-45.09,-30.71,-14.74,-47.73,-5.37
1619.00,9.00,15.82,0.08,0.08,2.27,2.33,1.86,0.50,-31.31,19.08,-17.43,8.02,7.13,278.45,-0.79
1619.00,10.00,18.46,0.11,0.11,2.50,1.12,2.50,0.57,-42.54,42.31,-62.70,-48.44,8.95,347.78,7.63
1713.00,9.00,19.24,0.00,0.19,3.83,3.82,1.40,1.31,35.63,-6.66,-60.00,40.65,36.08,608.06,7.68
1905.00,9.00,24.87,0.00,0.00,,2.00,2.00,-0.50,-80.00,26.91,-60.00,0.80,,-128.45,21.64
1909.00,10.00,22.58,0.33,0.67,6.00,4.50,,1.50,173.63,,1.89,49.82,77.48,825.48,17.14
1910.00,10.00,15.76,0.05,0.00,1.64,1.67,1.40,0.39,-85.00,4.33,-80.32,-32.45,-7.89,255.33,1.40
1911.00,10.00,16.34,0.58,0.42,1.64,2.75,1.00,1.00,77.13,-9.47,75.29,-1.05,-7.89,568.65,2.73
1912.00,10.00,15.84,0.52,0.24,2.41,3.04,1.83,0.42,7.64,19.18,57.67,7.38,7.18,270.73,1.58
1916.00,10.00,13.41,0.20,0.40,1.00,1.75,2.00,-0.33,69.40,25.05,-36.28,-30.12,-20.42,-114.50,-4.03
1917.00,10.00,15.46,1.00,0.50,3.33,3.75,,2.67,108.01,,198.61,28.02,25.20,1426.45,0.70
1919.00,10.00,12.05,0.11,0.00,1.40,1.67,1.00,-1.12,-85.00,-9.47,-62.70,-32.45,-12.59,-520.29,-7.17
1922.00,9.00,17.00,0.00,0.17,1.38,1.40,1.67,0.81,23.46,8.45,-60.00,-12.35,-9.39,404.60,2.13
1924.00,9.00,15.27,0.43,0.29,1.50,2.00,2.00,1.17,96.50,26.91,168.80,0.80,-7.16,551.09,-2.16
1926.00,9.00,12.43,0.04,0.00,1.75,1.43,1.30,0.28,-80.00,-12.26,-38.72,-11.69,-2.52,188.93,-9.19
1936.00,10.00,17.27,1.33,0.67,3.59,5.94,1.33,1.50,173.63,1.92,295.50,91.68,30.29,825.48,4.88
2051.00,10.00,17.38,0.63,0.26,2.83,4.17,1.00,0.12,15.36,-9.47,89.97,40.22,15.41,116.64,5.13
2052.00,9.00,11.85,0.00,0.04,1.47,1.54,1.12,-0.63,-55.66,-22.33,-60.00,-9.28,-7.72,-181.36,-10.63
2057.00,10.00,15.06,0.24,0.16,1.47,2.38,1.00,0.29,-23.24,-9.47,-24.54,-11.81,-11.22,203.96,-0.22
2059.00,10.00,6.85,0.03,0.06,1.00,1.18,1.43,-0.38,-61.84,5.37,-86.19,-46.70,-20.42,-140.19,-19.18
2066.00,9.00,25.00,0.07,0.15,2.32,3.03,2.18,0.24,11.29,36.98,-22.75,23.35,8.06,172.66,21.96
2068.00,9.00,24.70,0.15,0.24,1.85,2.47,2.35,0.12,66.06,46.50,19.81,11.09,-0.66,123.83,21.22
2070.00,10.00,11.51,0.38,0.54,1.25,2.33,,1.12,123.45,,16.57,-13.27,-15.53,630.29,-8.42
2071.00,10.00,21.85,0.20,0.70,2.67,2.75,1.00,0.89,185.21,-9.47,-36.28,-1.05,12.28,512.15,15.46
2072.00,10.00,21.89,0.62,0.25,3.38,5.88,1.00,0.00,11.50,-9.47,87.04,89.93,26.18,55.00,15.55
2155.00,10.00,10.20,0.00,0.11,2.23,1.69,1.00,-0.09,-42.54,-9.47,-95.00,-31.87,3.66,8.77,-11.45
2194.00,10.00,18.91,0.57,0.35,1.96,3.68,1.46,0.60,50.11,6.41,72.35,25.98,-1.62,363.19,8.67
2203.00,10.00,13.34,0.22,0.32,1.88,3.11,1.22,-0.10,38.52,-1.88,-30.41,9.41,-3.19,3.64,-4.19
2204.00,10.00,11.12,0.08,0.00,1.25,1.80,1.25,-0.20,-85.00,-0.84,-71.52,-28.67,-15.53,-47.73,-9.32
2205.00,10.00,14.14,0.83,0.17,2.00,2.92,1.00,-0.17,-19.38,-9.47,148.69,3.89,-0.84,-32.32,-2.34
2209.00,9.00,18.66,0.12,0.09,1.40,1.72,1.10,-0.82,-25.22,-23.45,3.85,-5.34,-9.02,-258.67,6.25
2210.00,10.00,13.60,0.19,0.31,1.80,3.20,1.00,-0.19,34.66,-9.47,-39.22,12.03,-4.76,-42.59,-3.59
2211.00,10.00,10.99,0.44,0.00,1.00,2.67,1.00,0.20,-85.00,-9.47,34.19,-3.38,-20.42,157.73,-9.62
2212.00,10.00,15.72,0.30,0.35,1.77,3.12,1.00,-0.13,50.11,-9.47,-6.92,9.70,-5.34,-11.78,1.30
2213.00,9.00,10.57,0.00,0.00,,2.00,,-0.50,-80.00,,-60.00,0.80,,-128.45,-13.80
2215.00,10.00,16.36,0.33,0.28,2.43,2.55,1.41,0.56,23.09,4.68,1.89,-6.87,7.58,342.64,2.78
2217.00,10.00,12.77,0.00,0.00,,,,1.00,-85.00,,-95.00,,,568.65,-5.51
2218.00,10.00,17.52,0.22,0.24,2.21,2.62,1.29,0.54,7.64,0.54,-30.41,-4.84,3.27,332.37,5.46
2221.00,10.00,16.41,1.06,0.39,2.27,4.45,1.40,0.74,65.54,4.33,216.22,48.37,4.44,435.11,2.89
2222.00,9.00,19.14,0.00,0.12,1.50,1.43,1.42,-0.14,-6.97,-5.54,-60.00,-11.69,-7.16,18.03,7.44
2223.00,10.00,12.15,0.24,0.22,1.68,3.04,1.00,-0.26,-0.08,-9.47,-24.54,7.38,-7.11,-78.55,-6.94
2224.00,9.00,17.48,0.11,0.06,1.80,2.22,1.25,0.11,-43.48,-15.05,-1.47,5.61,-1.59,119.76,3.32
2225.00,9.00,14.22,0.02,0.04,1.38,1.80,1.37,-0.33,-55.66,-8.34,-49.36,-3.59,-9.39,-59.28,-4.76
2226.00,10.00,16.19,0.18,0.18,1.17,1.67,2.00,0.78,-15.52,25.05,-42.15,-32.45,-17.09,455.65,2.39
2227.00,10.00,17.56,0.72,0.45,2.59,3.87,1.00,0.47,88.71,-9.47,116.39,31.50,10.71,296.42,5.55
2230.00,9.00,14.95,0.04,0.13,2.05,2.00,1.93,0.35,-0.88,22.99,-38.72,0.80,3.05,217.42,-2.95
2231.00,10.00,16.29,0.51,0.24,1.88,3.15,1.14,-0.11,7.64,-4.64,54.74,10.57,-3.19,-1.50,2.62
2232.00,9.00,13.36,0.09,0.16,1.50,1.82,2.18,0.19,17.38,36.98,-12.11,-3.15,-7.16,152.31,-6.89
2233.00,9.00,15.87,0.11,0.09,1.62,1.78,1.56,0.44,-25.22,2.29,-1.47,-4.02,-4.93,254.04,-0.67
2236.00,10.00,15.25,0.39,0.14,1.77,2.57,1.30,-0.04,-30.96,0.88,19.50,-6.29,-5.34,34.45,0.22
2237.00,9.00,15.61,0.00,0.11,1.80,1.33,1.57,-0.20,-13.06,2.85,-60.00,-13.88,-1.59,-6.38,-1.31
2240.00,9.00,16.16,0.00,0.00,2.00,1.33,1.00,0.00,-80.00,-29.04,-60.00,-13.88,2.12,75.00,0.05
2241.00,10.00,13.31,0.19,0.15,1.54,2.16,1.00,0.25,-27.10,-9.47,-39.22,-18.21,-9.85,183.41,-4.26
2244.00,10.00,13.71,0.20,0.13,1.57,1.89,1.33,-0.15,-34.82,1.92,-36.28,-26.06,-9.26,-22.05,-3.34
2266.00,10.00,20.27,0.58,0.67,2.80,5.08,1.25,0.58,173.63,-0.84,75.29,66.68,14.82,352.92,11.81
2267.00,9.00,18.06,0.52,0.32,2.29,3.05,1.27,1.88,114.75,-13.93,216.69,23.79,7.50,839.99,4.76
2270.00,10.00,9.37,0.13,0.05,1.53,1.82,1.00,-1.23,-65.70,-9.47,-56.83,-28.09,-10.04,-576.80,-13.36
2272.00,10.00,16.46,0.33,0.00,2.20,2.75,1.00,-0.78,-85.00,-9.47,1.89,-1.05,3.07,-345.65,3.01
2278.00,9.00,19.16,0.83,0.67,3.17,4.83,1.00,1.20,327.76,-29.04,381.64,62.76,23.83,563.29,7.48
2281.00,10.00,16.47,0.23,0.38,1.68,3.04,1.20,-0.41,61.68,-2.57,-27.47,7.38,-7.11,-155.60,3.03
2282.00,9.00,23.39,0.62,0.33,2.97,4.60,1.61,-0.12,120.84,5.09,269.90,57.73,20.12,26.17,17.97
2290.00,9.00,19.84,0.04,0.20,1.41,1.41,1.30,0.67,41.72,-12.26,-38.72,-12.13,-8.83,347.63,9.17
2291.00,10.00,15.80,0.25,0.45,2.38,3.05,1.20,-0.56,88.71,-2.57,-21.60,7.66,6.60,-232.64,1.49
2292.00,10.00,17.97,0.55,0.30,3.17,4.30,1.29,0.23,30.80,0.54,66.48,44.01,22.06,173.14,6.50
2294.00,9.00,15.07,0.00,0.14,2.00,1.25,1.22,0.08,5.21,-16.74,-60.00,-15.63,2.12,107.55,-2.65
2297.00,10.00,13.85,0.33,0.30,2.00,2.59,1.00,0.35,30.80,-9.47,1.89,-5.70,-0.84,234.78,-3.02
2299.00,10.00,12.10,0.11,0.19,1.54,1.75,1.25,-0.19,-11.65,-0.84,-62.70,-30.12,-9.85,-42.59,-7.06
2300.00,10.00,15.93,0.13,0.17,1.39,2.42,1.67,0.72,-19.38,13.66,-56.83,-10.65,-12.78,424.83,1.79
2301.00,10.00,11.75,0.24,0.18,1.59,1.78,1.00,0.07,-15.52,-9.47,-24.54,-29.26,-8.87,90.95,-7.86
2303.00,10.00,10.53,0.06,0.19,1.33,1.44,1.50,-0.04,-11.65,7.79,-77.39,-39.14,-13.96,34.45,-10.68
2304.00,9.00,16.79,0.00,0.04,1.67,1.48,1.44,-0.33,-55.66,-4.42,-60.00,-10.59,-4.00,-59.28,1.61
2307.00,10.00,17.78,0.43,0.26,1.93,3.19,1.36,-0.07,15.36,2.95,31.25,11.74,-2.21,19.05,6.06
2310.00,10.00,15.42,0.58,0.28,2.10,2.63,1.33,0.75,23.09,1.92,75.29,-4.54,1.12,440.24,0.61
2317.00,10.00,21.35,0.26,0.32,3.33,2.73,1.67,-0.31,38.52,13.66,-18.66,-1.64,25.20,-104.23,14.30
2319.00,10.00,15.28,0.26,0.32,1.46,2.43,1.43,-0.16,38.52,5.37,-18.66,-10.36,-11.42,-27.19,0.29
2321.00,10.00,17.91,0.39,0.11,1.96,2.70,1.43,-0.69,-42.54,5.37,19.50,-2.51,-1.62,-299.42,6.36
2322.00,10.00,11.38,0.33,0.17,1.50,1.50,1.00,-1.67,-19.38,-9.47,1.89,-37.39,-10.63,-802.80,-8.72
2323.00,10.00,18.15,0.74,0.23,2.72,3.17,1.15,0.11,3.78,-4.29,122.26,11.15,13.26,111.50,6.91
2333.00,10.00,15.18,0.32,0.16,1.79,2.33,1.75,-0.50,-23.24,16.42,-1.04,-13.27,-4.95,-201.83,0.06
2337.00,9.00,21.18,0.67,1.00,1.67,2.67,,3.33,528.60,,296.50,15.47,-4.00,1430.02,12.49
2342.00,10.00,20.71,0.86,0.43,2.14,5.17,1.00,-0.86,80.99,-9.47,157.50,69.30,1.90,-386.74,12.83
2346.00,10.00,22.17,0.33,0.00,2.00,4.67,,-2.00,-85.00,,1.89,54.76,-0.84,-972.31,16.20
2351.00,9.00,17.87,0.86,0.59,2.85,4.90,1.09,1.23,279.07,-24.00,397.60,64.30,17.90,575.50,4.29
2357.00,9.00,14.49,0.41,0.33,2.62,2.92,1.00,0.19,120.84,-29.04,158.16,20.94,13.63,152.31,-4.09
2359.00,10.00,12.39,0.08,0.15,1.67,2.00,1.00,-1.00,-27.10,-9.47,-71.52,-22.86,-7.30,-458.65,-6.39
2360.00,10.00,14.61,0.80,0.40,1.00,2.75,1.00,2.60,69.40,-9.47,139.89,-1.05,-20.42,1390.50,-1.26
2362.00,9.00,16.91,0.33,0.67,1.40,2.25,1.00,2.00,327.76,-29.04,115.59,6.27,-9.02,888.82,1.91
2367.00,10.00,19.67,0.17,0.17,2.00,2.80,1.00,-2.80,-19.38,-9.47,-45.09,0.40,-0.84,-1383.23,10.42
2377.00,10.00,12.72,0.18,0.18,1.43,1.00,1.00,-0.90,-15.52,-9.47,-42.15,-51.93,-12.00,-407.29,-5.62
2416.00,10.00,14.66,0.00,0.00,1.67,2.00,1.00,-1.80,-85.00,-9.47,-95.00,-22.86,-7.30,-869.58,-1.14
