ID player,amplua,time,G,As,TB,Shot,BT,pm,dev_As,dev_BT,dev_G,dev_Shot,dev_TB,dev_pm,dev_time
5873.00,9.00,22.01,0.15,0.31,2.08,2.50,2.60,0.31,135.83,71.16,33.02,27.31,10.30,268.19,36.37
5883.00,9.00,20.14,0.32,0.05,2.07,2.12,1.67,1.18,-61.96,9.94,183.78,7.96,9.77,740.21,24.79
5886.00,10.00,14.35,1.39,0.42,2.07,4.39,1.29,1.07,90.74,1.22,329.59,57.56,1.32,1099.29,-5.32
5892.00,10.00,12.02,0.61,0.30,1.45,3.48,,1.05,36.24,,88.53,24.90,-29.03,1080.61,-20.69
5895.00,10.00,17.01,0.44,0.35,2.37,2.86,1.30,0.79,58.95,2.01,35.99,2.65,16.01,837.79,12.23
5951.00,10.00,11.34,0.05,0.09,1.67,1.69,1.40,-0.33,-59.13,9.85,-84.55,-39.35,-18.26,-208.19,-25.18
5990.00,10.00,14.85,0.18,0.29,1.71,2.23,1.00,0.50,31.70,-21.53,-44.37,-19.97,-16.30,566.96,-2.02
5992.00,10.00,,0.00,0.00,,,,,-100.00,,-100.00,,,,
5993.00,10.00,,0.00,0.00,,,,,-100.00,,-100.00,,,,
5995.00,10.00,,0.00,0.00,,,,,-100.00,,-100.00,,,,
6019.00,10.00,15.23,0.00,0.00,4.00,1.00,,0.50,-100.00,,-100.00,-64.11,95.79,566.96,0.49
6027.00,10.00,23.98,1.00,1.00,2.60,5.67,,0.00,354.13,,209.06,103.50,27.26,100.00,58.22
6028.00,9.00,19.61,0.00,0.00,1.00,2.00,1.50,1.00,-100.00,-1.25,-100.00,1.85,-46.97,642.55,21.50
6031.00,10.00,10.98,0.00,0.11,1.33,1.78,1.00,-0.50,-50.05,-21.53,-100.00,-36.12,-34.90,-366.96,-27.55
6033.00,10.00,15.81,0.52,0.30,2.08,2.88,1.00,0.07,36.24,-21.53,60.71,3.36,1.81,165.37,4.31
6038.00,10.00,14.88,0.22,0.19,1.53,2.12,1.18,0.07,-13.71,-7.41,-32.01,-23.91,-25.11,165.37,-1.82
6039.00,10.00,17.56,1.16,0.45,2.83,5.35,1.09,0.94,104.36,-14.47,258.51,92.01,38.52,977.88,15.86
6041.00,10.00,11.32,0.16,0.03,1.14,1.91,1.14,0.06,-86.38,-10.55,-50.55,-31.45,-44.20,156.03,-25.31
6044.00,10.00,15.80,0.29,0.46,2.22,2.93,1.00,-0.34,108.90,-21.53,-10.37,5.16,8.66,-217.53,4.25
6049.00,9.00,20.39,0.67,0.33,2.00,2.67,1.75,0.83,151.05,15.20,494.17,35.97,6.05,550.32,26.33
6050.00,10.00,23.26,0.50,2.33,3.83,4.67,1.00,2.67,958.13,-21.53,54.53,67.61,87.47,2593.55,53.47
6056.00,9.00,21.34,0.29,0.25,2.13,2.27,1.45,-0.34,90.19,-4.55,157.18,15.60,12.95,-84.47,32.22
6057.00,9.00,22.21,0.37,0.48,1.97,1.95,1.11,0.42,265.16,-26.93,228.12,-0.70,4.46,327.87,37.61
6058.00,10.00,19.73,0.86,0.29,2.56,4.54,1.40,-0.79,31.70,9.85,165.79,62.94,25.31,-637.79,30.18
6062.00,10.00,17.58,0.48,0.52,2.04,3.41,1.31,0.36,136.15,2.79,48.35,22.38,-0.15,436.21,15.99
6066.00,10.00,13.94,0.46,0.26,2.04,3.27,1.25,-0.34,18.07,-1.92,42.17,17.36,-0.15,-217.53,-8.02
6067.00,10.00,15.31,0.23,0.30,1.75,2.15,1.15,0.17,36.24,-9.76,-28.92,-22.84,-14.34,258.77,1.02
6069.00,9.00,21.19,0.10,0.50,3.25,3.50,1.83,-0.40,280.38,20.47,-11.32,78.23,72.34,-117.02,31.29
6071.00,9.00,15.39,0.20,0.08,1.71,1.73,1.92,0.00,-39.14,26.40,77.36,-11.90,-9.32,100.00,-4.64
6078.00,9.00,17.21,0.12,0.00,2.14,1.60,1.00,-0.43,-100.00,-34.17,6.42,-18.52,13.48,-133.30,6.63
6080.00,10.00,17.23,0.57,0.52,1.85,3.63,1.06,-0.07,136.15,-16.83,76.16,30.28,-9.45,34.63,13.68
6082.00,10.00,16.65,0.69,0.25,2.23,4.91,1.40,0.68,13.53,9.85,113.25,76.22,9.15,735.06,9.86
6083.00,10.00,19.42,0.02,0.24,2.21,2.15,1.50,0.35,8.99,17.70,-93.82,-22.84,8.17,426.87,28.13
6087.00,10.00,21.03,0.08,0.14,1.93,2.00,1.35,-0.34,-36.42,5.93,-75.28,-28.22,-5.53,-217.53,38.76
6088.00,9.00,9.71,0.00,0.00,1.40,2.00,1.25,-1.57,-100.00,-17.71,-100.00,1.85,-25.76,-751.80,-39.84
6089.00,9.00,15.11,0.12,0.00,1.60,1.71,2.17,-0.59,-100.00,42.85,6.42,-12.92,-15.16,-220.10,-6.38
6090.00,9.00,14.54,0.30,0.20,2.00,1.60,1.00,0.50,52.15,-34.17,166.05,-18.52,6.05,371.27,-9.91
6093.00,9.00,19.56,0.58,0.08,3.33,4.50,1.14,0.27,-39.14,-24.95,414.36,129.16,76.58,246.49,21.19
6122.00,9.00,15.48,0.44,0.28,1.81,4.00,1.67,0.13,113.01,9.94,290.20,103.70,-4.02,170.53,-4.09
6123.00,9.00,21.59,0.54,0.21,3.58,3.32,1.76,1.05,59.76,15.86,378.88,69.07,89.84,669.68,33.77
6124.00,9.00,17.10,0.05,0.19,1.73,1.79,1.38,0.03,44.54,-9.15,-55.66,-8.85,-8.26,116.28,5.95
6138.00,9.00,15.11,0.60,0.10,2.14,4.11,1.00,-0.33,-23.92,-34.17,432.09,109.30,13.48,-79.04,-6.38
6138.00,10.00,10.92,0.17,0.25,2.18,2.60,1.00,0.20,13.53,-21.53,-47.46,-6.69,6.71,286.78,-27.95
6141.00,10.00,16.71,0.66,0.27,2.94,4.93,1.17,0.06,22.62,-8.20,103.98,76.94,43.91,156.03,10.25
6142.00,10.00,17.08,0.33,0.00,2.50,3.00,,-3.00,-100.00,,1.99,7.67,22.37,-2701.74,12.69
6145.00,10.00,19.18,0.67,0.36,3.17,5.03,1.33,-0.38,63.49,4.36,107.07,80.53,55.16,-254.89,26.55
6146.00,10.00,13.08,0.15,0.30,2.00,2.06,3.00,-0.62,36.24,135.40,-53.64,-26.07,-2.10,-479.03,-13.70
6187.00,10.00,20.92,0.91,0.36,2.27,4.34,1.18,0.87,63.49,-7.41,181.24,55.76,11.11,912.51,38.03
6194.00,10.00,21.59,1.00,0.00,3.00,3.50,1.00,1.00,-100.00,-21.53,209.06,25.62,46.84,1033.91,42.45
6197.00,10.00,14.17,0.37,0.13,1.98,2.69,1.00,-0.76,-40.96,-21.53,14.35,-3.46,-3.08,-609.78,-6.51
6199.00,10.00,19.33,0.42,0.31,1.96,3.30,1.72,-0.55,40.78,34.96,29.81,18.44,-4.06,-413.65,27.54
6202.00,10.00,16.86,0.09,0.28,1.59,1.85,1.40,0.17,27.16,9.85,-72.18,-33.60,-22.17,258.77,11.24
6204.00,10.00,9.29,0.00,0.00,1.33,1.33,1.00,1.33,-100.00,-21.53,-100.00,-52.27,-34.90,1342.11,-38.70
6205.00,9.00,23.63,0.12,0.12,2.19,2.20,1.73,-0.64,-8.71,13.89,6.42,12.03,16.13,-247.23,46.41
6208.00,9.00,19.01,0.07,0.05,1.57,1.40,1.83,0.06,-61.96,20.47,-37.92,-28.71,-16.75,132.55,17.78
6209.00,9.00,19.72,0.21,0.15,3.32,2.70,2.16,0.26,14.11,42.20,86.23,37.49,76.05,241.06,22.18
6213.00,10.00,16.62,0.81,0.27,2.42,4.08,1.00,0.58,22.62,-21.53,150.34,46.43,18.45,641.67,9.66
6214.00,9.00,22.67,0.05,0.10,1.21,1.73,2.09,-1.00,-23.92,37.59,-55.66,-11.90,-35.84,-442.55,40.46
6215.00,9.00,14.71,0.00,0.25,1.00,1.00,1.00,-1.50,90.19,-34.17,-100.00,-49.08,-46.97,-713.82,-8.86
6216.00,10.00,18.71,0.45,0.52,2.39,4.26,1.27,0.79,136.15,-0.35,39.08,52.89,16.98,837.79,23.45
6217.00,10.00,15.47,0.54,0.38,2.70,3.54,1.00,-0.03,72.57,-21.53,66.89,27.05,32.16,71.98,2.07
6219.00,10.00,20.78,0.59,0.93,2.21,4.21,1.17,-0.19,322.34,-8.20,82.35,51.10,8.17,-77.44,37.11
6227.00,10.00,15.93,0.36,0.14,1.38,2.50,1.00,-1.18,-36.42,-21.53,11.26,-10.27,-32.45,-1002.02,5.11
6230.00,10.00,16.87,0.65,0.35,3.36,3.71,1.20,0.05,58.95,-5.84,100.89,33.15,64.46,146.70,11.31
6233.00,10.00,15.11,0.20,0.20,1.38,1.75,1.25,-0.12,-9.17,-1.92,-38.19,-37.19,-32.45,-12.07,-0.30
6234.00,10.00,19.61,0.70,0.65,3.62,5.19,1.00,1.00,195.19,-21.53,116.34,86.27,77.19,1033.91,29.39
6235.00,10.00,23.56,1.00,0.50,4.00,6.00,1.00,1.00,127.07,-21.53,209.06,115.34,95.79,1033.91,55.45
6237.00,10.00,20.54,1.50,0.80,4.50,5.20,1.20,0.90,263.31,-5.84,363.59,86.63,120.26,940.52,35.52
6244.00,9.00,21.88,0.00,0.14,1.45,1.75,1.80,-1.71,6.51,18.50,-100.00,-10.88,-23.11,-827.76,35.57
6246.00,9.00,18.40,0.11,0.11,2.81,2.71,2.39,0.73,-16.32,57.34,-2.45,38.00,49.01,496.06,14.00
6251.00,10.00,15.99,0.31,0.08,1.67,2.42,1.00,-0.33,-63.67,-21.53,-4.19,-13.15,-18.26,-208.19,5.50
6252.00,10.00,16.17,0.24,0.26,2.03,1.83,1.47,0.67,18.07,15.34,-25.83,-34.32,-0.64,725.72,6.69
6254.00,9.00,19.39,0.06,0.06,3.17,3.18,2.25,0.27,-54.35,48.12,-46.79,61.94,68.10,246.49,20.14
6256.00,10.00,16.21,0.33,0.00,3.00,2.00,,-1.33,-100.00,,1.99,-28.22,46.84,-1142.11,6.95
6258.00,10.00,13.43,0.08,0.25,2.14,2.22,1.20,0.20,13.53,-5.84,-75.28,-20.32,4.75,286.78,-11.39
6262.00,9.00,20.41,0.15,0.24,2.00,2.04,1.50,0.62,82.58,-1.25,33.02,3.88,6.05,436.38,26.46
6263.00,10.00,14.98,0.16,0.23,1.53,2.04,1.39,0.36,4.45,9.07,-50.55,-26.78,-25.11,436.21,-1.16
6266.00,10.00,17.16,1.28,0.33,2.77,4.00,1.20,1.29,49.86,-5.84,295.60,43.56,35.58,1304.75,13.22
6272.00,9.00,13.78,0.18,0.20,2.36,2.36,1.37,-0.45,52.15,-9.81,59.63,20.18,25.14,-144.15,-14.62
6273.00,10.00,17.60,0.87,0.40,1.50,3.43,1.00,0.50,81.65,-21.53,168.88,23.10,-26.58,566.96,16.13
6274.00,9.00,15.95,0.00,0.08,2.14,1.29,2.12,-1.67,-39.14,39.56,-100.00,-34.31,13.48,-806.06,-1.18
6279.00,9.00,15.41,0.18,0.00,1.50,1.43,1.88,-0.88,-100.00,23.76,59.63,-27.18,-20.46,-377.44,-4.52
6280.00,10.00,17.94,0.53,0.30,3.43,4.24,1.30,0.85,36.24,2.01,63.80,52.17,67.89,893.83,18.37
6281.00,9.00,20.92,0.07,0.19,2.10,1.98,2.09,-1.10,44.54,37.59,-37.92,0.83,11.36,-496.80,29.62
6284.00,9.00,11.87,0.00,0.00,1.00,1.00,1.27,-1.00,-100.00,-16.39,-100.00,-49.08,-46.97,-442.55,-26.45
6285.00,10.00,20.47,0.00,0.00,3.00,2.40,1.50,-2.33,-100.00,17.70,-100.00,-13.86,46.84,-2076.02,35.06
6287.00,9.00,19.65,0.24,0.21,2.75,2.21,1.47,0.61,59.76,-3.23,112.84,12.54,45.82,430.95,21.75
6289.00,10.00,14.55,0.67,0.33,2.71,3.84,1.33,0.21,49.86,4.36,107.07,37.82,32.65,296.12,-4.00
6291.00,10.00,15.62,0.17,0.12,2.19,2.20,1.53,-0.42,-45.50,20.05,-47.46,-21.04,7.20,-292.24,3.06
6297.00,10.00,16.19,0.18,0.45,2.90,2.44,2.00,0.40,104.36,56.93,-44.37,-12.43,41.95,473.57,6.82
6299.00,9.00,15.64,0.00,0.11,1.54,1.35,1.59,-0.40,-16.32,4.67,-100.00,-31.25,-18.34,-117.02,-3.10
6300.00,9.00,24.89,0.24,0.24,2.85,2.53,1.40,-0.31,82.58,-7.84,112.84,28.84,51.13,-68.19,54.22
6303.00,10.00,16.84,0.17,0.00,3.33,2.67,1.00,0.20,-100.00,-21.53,-47.46,-4.17,63.00,286.78,11.11
6304.00,10.00,14.72,0.40,0.53,1.84,2.11,1.00,0.09,140.69,-21.53,23.62,-24.27,-9.94,184.05,-2.88
6305.00,9.00,15.84,0.11,0.09,1.68,1.87,1.59,0.09,-31.53,4.67,-2.45,-4.77,-10.91,148.83,-1.86
6306.00,10.00,14.84,0.51,0.35,1.83,3.77,1.20,0.97,58.95,-5.84,57.62,35.31,-10.43,1005.90,-2.09
6307.00,10.00,13.53,1.00,0.00,9.00,6.00,,5.00,-100.00,,209.06,115.34,340.53,4769.57,-10.73
6308.00,9.00,16.25,0.06,0.12,1.67,1.50,1.43,-0.29,-8.71,-5.86,-46.79,-23.61,-11.44,-57.34,0.68
6311.00,10.00,17.28,0.41,0.25,1.84,3.02,1.00,-0.32,13.53,-21.53,26.71,8.39,-9.94,-198.85,14.01
6312.00,9.00,17.70,0.06,0.14,1.97,1.44,1.35,0.33,6.51,-11.13,-46.79,-26.67,4.46,279.04,9.67
6317.00,9.00,16.79,0.07,0.10,1.79,1.33,1.77,0.22,-23.92,16.52,-37.92,-32.27,-5.08,219.36,4.03
6320.00,10.00,16.13,0.41,0.08,2.58,2.86,1.00,-0.75,-63.67,-21.53,26.71,2.65,26.28,-600.44,6.43
6323.00,10.00,12.81,0.00,0.50,,2.00,1.00,-0.50,127.07,-21.53,-100.00,-28.22,,-366.96,-15.48
6327.00,10.00,16.48,0.08,0.15,1.64,1.71,1.25,0.92,-31.88,-1.92,-75.28,-38.63,-19.73,959.20,8.74
6328.00,9.00,15.91,0.05,0.21,2.50,1.45,2.00,-1.11,59.76,31.66,-55.66,-26.16,32.57,-502.23,-1.42
6331.00,9.00,20.46,0.00,0.00,1.67,1.67,2.00,1.00,-100.00,31.66,-100.00,-14.96,-11.44,642.55,26.77
6333.00,9.00,14.59,0.25,0.50,1.00,2.50,1.50,0.00,280.38,-1.25,121.71,27.31,-46.97,100.00,-9.60
6336.00,10.00,17.58,0.05,0.11,1.36,1.44,1.14,0.07,-50.05,-10.55,-84.55,-48.32,-33.43,165.37,15.99
6402.00,9.00,10.49,0.00,0.50,,,,0.00,280.38,,-100.00,,,100.00,-35.00
6403.00,9.00,13.01,0.00,0.00,,1.00,3.00,-3.00,-100.00,97.49,-100.00,-49.08,,-1527.65,-19.39
6422.00,10.00,15.59,0.21,0.09,1.95,2.40,1.27,0.00,-59.13,-0.35,-35.10,-13.86,-4.55,100.00,2.86
6423.00,9.00,21.15,0.44,0.28,2.31,2.86,1.62,0.54,113.01,6.65,290.20,45.64,22.49,392.98,31.04
6424.00,9.00,19.09,0.17,0.00,2.40,2.40,1.80,-2.50,-100.00,18.50,50.76,22.22,27.26,-1256.37,18.28
6425.00,10.00,11.64,0.03,0.06,1.62,1.67,1.00,-0.84,-72.75,-21.53,-90.73,-40.06,-20.70,-684.49,-23.20
6426.00,10.00,12.40,0.14,0.29,1.36,1.85,1.17,-1.00,31.70,-8.20,-56.73,-33.60,-33.43,-833.91,-18.18
6431.00,10.00,17.95,0.73,0.55,2.71,5.07,1.45,0.52,149.77,13.77,125.61,81.96,32.65,585.64,18.43
6432.00,9.00,15.62,0.15,0.15,2.50,2.12,1.29,0.15,14.11,-15.08,33.02,7.96,32.57,181.38,-3.22
6435.00,10.00,13.19,0.10,0.24,1.93,2.35,1.30,0.00,8.99,2.01,-69.09,-15.66,-5.53,100.00,-12.97
6436.00,10.00,15.75,0.36,0.29,1.88,3.64,1.00,-0.75,31.70,-21.53,11.26,30.64,-7.98,-600.44,3.92
6439.00,9.00,14.32,0.00,0.00,,,,,-100.00,,-100.00,,,,-11.27
6441.00,10.00,15.06,0.33,0.00,3.00,2.00,,0.33,-100.00,,1.99,-28.22,46.84,408.19,-0.63
6442.00,9.00,12.53,0.20,0.00,1.25,1.25,1.00,-1.00,-100.00,-34.17,77.36,-36.35,-33.72,-442.55,-22.37
6443.00,9.00,12.22,0.00,0.00,2.00,,1.50,-0.50,-100.00,-1.25,-100.00,,6.05,-171.27,-24.29
6444.00,10.00,20.00,0.56,0.31,2.70,3.84,1.00,0.12,40.78,-21.53,73.07,37.82,32.16,212.07,31.96
6457.00,9.00,6.22,0.00,0.00,1.00,1.00,,-1.00,-100.00,,-100.00,-49.08,-46.97,-442.55,-61.46
6458.00,10.00,15.36,0.07,0.21,1.50,1.80,1.00,0.31,-4.63,-21.53,-78.37,-35.40,-26.58,389.51,1.35
6476.00,10.00,16.03,0.28,0.32,2.00,2.89,1.00,0.22,45.32,-21.53,-13.46,3.72,-2.10,305.46,5.77
6479.00,10.00,15.74,0.26,0.54,2.36,2.77,1.00,-0.06,145.23,-21.53,-19.64,-0.58,15.52,43.97,3.85
6480.00,10.00,16.85,0.14,0.14,1.81,2.13,1.60,0.31,-36.42,25.54,-56.73,-23.55,-11.40,389.51,11.18
6483.00,9.00,29.32,0.00,1.00,1.00,2.50,,1.50,660.75,,-100.00,27.31,-46.97,913.82,81.66
6487.00,10.00,14.65,0.28,0.13,1.83,2.48,1.29,-0.39,-40.96,1.22,-13.46,-10.99,-10.43,-264.23,-3.34
6489.00,10.00,21.07,0.33,0.44,1.51,3.03,1.29,-0.27,99.82,1.22,1.99,8.75,-26.09,-152.16,39.02
6490.00,10.00,20.26,0.76,0.44,2.79,4.24,1.09,0.11,99.82,-14.47,134.89,52.17,36.56,202.73,33.68
6495.00,9.00,20.16,0.23,0.09,2.15,1.82,2.73,-0.15,-31.53,79.72,103.97,-7.32,14.01,18.62,24.91
6496.00,10.00,22.32,0.98,0.47,3.25,6.40,1.21,0.12,113.44,-5.06,202.88,129.70,59.08,212.07,47.27
6498.00,10.00,,0.00,0.00,,,,,-100.00,,-100.00,,,,
6499.00,10.00,6.18,0.00,0.00,1.00,1.00,,-2.00,-100.00,,-100.00,-64.11,-51.05,-1767.83,-59.22
6501.00,10.00,29.80,1.33,0.67,4.50,8.33,,-0.67,204.27,,311.05,198.96,120.26,-525.72,96.62
6502.00,10.00,15.48,0.88,0.19,2.12,4.35,1.17,-0.32,-13.71,-8.20,171.97,56.12,3.77,-198.85,2.14
6503.00,10.00,,0.00,0.00,1.00,,,,-100.00,,-100.00,,-51.05,,
6504.00,10.00,,0.00,0.00,,,,,-100.00,,-100.00,,,,
6507.00,10.00,12.32,0.18,0.00,1.50,1.42,1.50,-1.07,-100.00,17.70,-44.37,-49.04,-26.58,-899.29,-18.71
6508.00,10.00,15.29,0.40,0.20,2.00,1.75,,1.00,-9.17,,23.62,-37.19,-2.10,1033.91,0.88
6512.00,10.00,18.18,0.80,0.10,1.14,3.33,1.50,-0.50,-54.59,17.70,147.25,19.51,-44.20,-366.96,19.95
6513.00,10.00,16.93,0.48,0.43,3.14,4.59,1.33,0.47,95.28,4.36,48.35,64.74,53.70,538.94,11.70
6514.00,10.00,15.50,0.38,0.51,1.56,2.75,1.41,0.52,131.61,10.64,17.44,-1.30,-23.64,585.64,2.27
6518.00,9.00,14.92,0.11,0.08,1.74,1.71,1.29,-0.04,-39.14,-15.08,-2.45,-12.92,-7.73,78.30,-7.56
6519.00,9.00,17.38,0.12,0.28,1.85,2.19,1.53,-0.19,113.01,0.72,6.42,11.52,-1.90,-3.08,7.69
6521.00,10.00,11.39,0.15,0.08,1.38,1.75,1.00,0.62,-63.67,-21.53,-53.64,-37.19,-32.45,679.03,-24.85
6523.00,9.00,18.17,0.07,0.29,2.10,2.21,1.57,0.71,120.62,3.35,-37.92,12.54,11.36,485.21,12.58
6524.00,9.00,16.41,0.04,0.12,1.77,1.56,1.12,-0.55,-8.71,-26.27,-64.53,-20.56,-6.14,-198.40,1.68
6531.00,10.00,14.50,0.00,0.11,1.00,1.50,1.33,-0.88,-50.05,4.36,-100.00,-46.16,-51.05,-721.85,-4.33
6532.00,10.00,15.51,0.48,0.35,2.24,3.79,1.50,0.00,58.95,17.70,48.35,36.02,9.64,100.00,2.34
6533.00,10.00,16.38,0.26,0.19,2.52,2.76,1.32,0.07,-13.71,3.57,-19.64,-0.94,23.35,165.37,8.08
6534.00,10.00,0.28,0.00,0.00,,,,,-100.00,,-100.00,,,,-98.15
6535.00,9.00,17.04,0.13,0.20,2.30,2.09,1.57,0.14,52.15,3.35,15.29,6.43,21.96,175.96,5.58
6537.00,10.00,12.65,0.00,0.00,,2.00,2.00,0.00,-100.00,56.93,-100.00,-28.22,,100.00,-16.53
6538.00,10.00,20.00,0.44,0.40,1.95,3.18,1.31,-0.50,81.65,2.79,35.99,14.13,-4.55,-366.96,31.96
6541.00,10.00,2.15,0.00,0.00,,,,-1.00,-100.00,,-100.00,,,-833.91,-85.81
6548.00,10.00,16.61,0.24,0.08,2.27,2.00,1.69,-0.58,-63.67,32.61,-25.83,-28.22,11.11,-441.67,9.59
6549.00,10.00,13.92,0.75,0.00,4.50,2.25,,-2.00,-100.00,,131.79,-19.25,120.26,-1767.83,-8.16
6550.00,10.00,19.23,1.00,1.00,3.25,7.00,1.00,1.50,354.13,-21.53,209.06,151.23,59.08,1500.87,26.88
6551.00,10.00,16.54,1.02,0.44,2.41,5.21,1.11,0.85,99.82,-12.90,215.24,86.99,17.96,893.83,9.13
6553.00,10.00,11.59,0.20,0.40,2.33,2.75,1.00,0.25,81.65,-21.53,-38.19,-1.30,14.05,333.48,-23.53
6555.00,9.00,18.84,0.14,0.14,1.43,2.00,1.60,-1.36,6.51,5.33,24.16,1.85,-24.17,-637.87,16.73
6556.00,9.00,18.72,0.04,0.15,1.27,2.00,1.10,-2.87,14.11,-27.59,-64.53,1.85,-32.66,-1457.11,15.99
6557.00,10.00,18.64,0.03,0.00,1.62,1.67,1.55,-1.45,-100.00,21.62,-90.73,-40.06,-20.70,-1254.18,22.99
6558.00,10.00,13.60,0.00,0.00,1.00,2.00,,0.00,-100.00,,-100.00,-28.22,-51.05,100.00,-10.27
6559.00,10.00,13.24,0.22,0.00,2.25,2.83,1.00,-1.00,-100.00,-21.53,-32.01,1.57,10.13,-833.91,-12.64
6561.00,10.00,20.37,0.36,0.21,1.73,4.00,,-1.93,-4.63,,11.26,43.56,-15.32,-1702.46,34.40
6562.00,10.00,18.99,0.11,0.05,2.12,2.75,1.58,-1.55,-77.29,23.98,-66.00,-1.30,3.77,-1347.57,25.30
6563.00,10.00,17.58,0.05,0.11,2.00,2.00,1.62,0.33,-50.05,27.11,-84.55,-28.22,-2.10,408.19,15.99
6568.00,10.00,18.08,0.26,0.15,1.54,2.53,1.79,-0.44,-31.88,40.45,-19.64,-9.20,-24.62,-310.92,19.29
6569.00,9.00,19.03,0.20,0.32,1.86,2.52,1.57,-0.19,143.44,3.35,77.36,28.33,-1.37,-3.08,17.91
6580.00,10.00,15.49,0.33,0.67,1.67,2.00,2.00,1.50,204.27,56.93,1.99,-28.22,-18.26,1500.87,2.20
6585.00,9.00,17.32,0.32,0.23,2.22,2.65,1.35,0.14,74.97,-11.13,183.78,34.95,17.72,175.96,7.31
6586.00,9.00,13.62,0.04,0.04,3.00,1.55,1.62,-0.56,-69.57,6.65,-64.53,-21.07,59.08,-203.83,-15.61
6587.00,9.00,9.91,0.00,0.00,1.33,1.00,1.33,-0.83,-100.00,-12.44,-100.00,-49.08,-29.47,-350.32,-38.60
6588.00,10.00,15.06,0.04,0.19,1.38,2.31,1.25,-0.55,-13.71,-1.92,-87.64,-17.09,-32.45,-413.65,-0.63
6589.00,9.00,10.67,0.00,0.02,1.40,1.40,1.21,-1.35,-84.78,-20.34,-100.00,-28.71,-25.76,-632.44,-33.89
6590.00,10.00,11.45,0.05,0.10,1.21,1.23,1.22,-0.81,-54.59,-4.27,-84.55,-55.86,-40.77,-656.47,-24.45
6591.00,10.00,19.87,1.10,0.60,3.32,5.59,1.33,1.37,172.48,4.36,239.97,100.63,62.51,1379.46,31.10
6592.00,10.00,11.20,0.10,0.10,1.45,1.86,1.25,-0.35,-54.59,-1.92,-69.09,-33.24,-29.03,-226.87,-26.10
6593.00,10.00,15.62,0.42,0.30,1.80,2.53,1.00,0.03,36.24,-21.53,29.81,-9.20,-11.89,128.02,3.06
6595.00,9.00,12.02,0.00,0.04,1.78,1.00,1.00,-0.61,-69.57,-34.17,-100.00,-49.08,-5.61,-230.95,-25.53
6596.00,10.00,14.23,0.00,0.00,2.50,1.00,1.00,-0.25,-100.00,-21.53,-100.00,-64.11,22.37,-133.48,-6.11
6597.00,9.00,11.54,0.00,0.00,1.00,1.00,1.00,0.33,-100.00,-34.17,-100.00,-49.08,-46.97,279.04,-28.50
6598.00,10.00,15.83,0.34,0.16,2.69,3.57,1.08,-0.90,-27.34,-15.26,5.08,28.13,31.67,-740.52,4.45
6602.00,9.00,19.17,0.08,0.18,2.49,1.81,1.88,0.40,36.94,23.76,-29.05,-7.83,32.04,317.02,18.78
6603.00,9.00,22.19,0.00,0.00,1.40,1.20,1.25,0.67,-100.00,-17.71,-100.00,-38.89,-25.76,463.51,37.49
6604.00,9.00,16.05,0.43,0.43,1.67,1.71,1.00,0.83,227.12,-34.17,281.33,-12.92,-11.44,550.32,-0.56
6606.00,9.00,15.44,0.51,0.16,2.22,3.16,1.10,0.28,21.72,-27.59,352.28,60.92,17.72,251.91,-4.33
6607.00,9.00,12.35,0.00,0.00,1.00,,,1.00,-100.00,,-100.00,,-46.97,642.55,-23.48
6608.00,9.00,6.86,0.03,0.00,1.25,1.30,1.80,-0.17,-100.00,18.50,-73.40,-33.80,-33.72,7.77,-57.50
6611.00,10.00,14.99,0.53,0.18,2.37,2.67,1.25,0.17,-18.26,-1.92,63.80,-4.17,16.01,258.77,-1.10
6612.00,10.00,17.22,0.46,0.28,1.51,3.30,1.50,0.85,27.16,17.70,42.17,18.44,-26.09,893.83,13.62
6613.00,9.00,15.98,0.24,0.12,2.15,1.33,1.50,0.31,-8.71,-1.25,112.84,-32.27,14.01,268.19,-0.99
6614.00,10.00,18.59,0.54,0.29,1.83,3.50,1.08,0.05,31.70,-15.26,66.89,25.62,-10.43,146.70,22.66
6615.00,10.00,16.04,0.75,0.00,2.25,4.75,,0.50,-100.00,,131.79,70.48,10.13,566.96,5.83
6619.00,9.00,13.27,0.00,0.05,1.29,1.83,1.00,-1.00,-61.96,-34.17,-100.00,-6.81,-31.60,-442.55,-17.78
6620.00,10.00,12.15,0.00,0.04,1.71,1.42,1.00,-0.21,-81.83,-21.53,-100.00,-49.04,-16.30,-96.12,-19.83
6621.00,10.00,18.90,0.40,0.32,2.03,3.20,1.65,-0.02,45.32,29.47,23.62,14.85,-0.64,81.32,24.70
6622.00,10.00,18.59,0.26,0.10,2.57,2.33,1.47,0.11,-54.59,15.34,-19.64,-16.38,25.80,202.73,22.66
6623.00,10.00,21.29,0.00,0.00,,1.00,1.50,-3.00,-100.00,17.70,-100.00,-64.11,,-2701.74,40.47
6626.00,9.00,18.32,0.00,0.11,1.67,1.00,1.40,-0.25,-16.32,-7.84,-100.00,-49.08,-11.44,-35.64,13.51
6627.00,9.00,12.52,0.00,0.00,,1.00,,1.00,-100.00,,-100.00,-49.08,,642.55,-22.43
6629.00,10.00,9.66,0.05,0.00,1.00,1.00,1.00,-0.42,-100.00,-21.53,-84.55,-64.11,-51.05,-292.24,-36.26
6630.00,10.00,16.35,0.00,0.00,,,2.00,-1.00,-100.00,56.93,-100.00,,,-833.91,7.88
